Financial Wellness Survey Export -- Platform v2 -- Generated 2022
respondent_id,year,age,province,income,savings_pct,benefit_retirement,benefit_health,benefit_wages,benefit_timeoff,benefit_worklife,twoweek_pay_delay_impact,debt_overwhelmed,emergency_fund_likelihood,financial_wellness_cluster
2022-0496,2022,30-40,Saskatchewan,83200,0.9,No,No,No,N,Yes,Difficult,Yes,Manageable,Stressed
2022-0497,2022,30-40,Ontario,171700,7.2,No,No,No,No,Yes,Difficult,No,Difficult,Stressed
2022-0498,2022,40-50,British Columbia,"$43,800",15.6,No,No,no,Yes,no,Very difficult,No,Manageable,Coping
2022-0499,2022,40-50,Alberta,108200,9.6,No,Yes,N,no,No,Manageable,No,Difficult,Coping
2022-0500,2022,30-40,British Columbia,"65,800",16.0,No,No,No,No,Yes,Difficult,no,Difficult,Coping
2022-0501,2022,40-50,New Brunswick,112K,10.1,Yes,N,No,no,No,Somewhat difficult,No,Difficult,Stressed
2022-0502,2022,40-50,british columbia,154100,22.2,No,N,No,No,Yes,Very manageable,N,Neither,Comfortable
2022-0503,2022,30-40,quebec,"98,400",5.9,No,N,No,No,Yes,Somewhat difficult,No,Difficult,Stressed
2022-0504,2022,30-40,Ontario,"139,000",4.0,No,No,No,N,Yes,Somewhat difficult,No,Manageable,Coping
2022-0505,2022,40-50,New Brunswick,64000,5.6,No,N,No,N,Yes,Somewhat difficult,yes,Very difficult,Stressed
2022-0506,2022,30-40,British Columbia,47K,12.1,Yes,no,N,No,No,Somewhat manageable,No,Manageable,Coping
2022-0507,2022,18-30,Manitoba,65300,0.0,N,no,No,Yes,N,Manageable,No,Difficult,Coping
2022-0508,2022,40-50,Ontario,"103,100",12.0,No,No,Yes,N,No,Somewhat difficult,N,Manageable,Coping
2022-0509,2022,30-40,Ontario,71700,5.5,Yes,N,N,No,No,NA,Yes,Difficult,Stressed
2022-0510,2022,50-65,Alberta,70600,3.2,Yes,No,N,N,N,Somewhat manageable,No,Manageable,Coping
2022-0511,2022,18-30,ON,"124,400",4.3,NA,NA,NA,NA,NA,Difficult,No,NA,Stressed
2022-0512,2022,30-40,alberta,"68,900",9.1,No,N,Yes,no,No,Somewhat manageable,Yes,Difficult,Coping
2022-0513,2022,30-40,British Columbia,149300,15.7,No,No,Yes,No,N,Somewhat difficult,No,Difficult,Stressed
2022-0514,2022,18-30,Yukon,72600,7.1,No,Yes,No,N,N,Neither,No,Very difficult,Stressed
2022-0515,2022,30-40,AB,"$113,400",17.2,No,No,no,N,Yes,Very manageable,Yes,Difficult,Coping
2022-0516,2022,50-65,alberta,149400,NA,No,Y,No,No,No,Somewhat difficult,No,Difficult,Stressed
2022-0517,2022,40-50,Ontario,51800,0.0,no,N,No,no,Y,Somewhat manageable,Yes,Difficult,Stressed
2022-0518,2022,18-30,Manitoba,93400,22.7,no,No,No,Y,No,Manageable,No,Manageable,Comfortable
2022-0519,2022,18-30,AB,"$153,400",13.4,Yes,no,No,N,No,Neither,No,Difficult,Comfortable
2022-0520,2022,18-30,Alberta,"$71,100",15.7,No,No,No,Yes,no,Very manageable,Yes,Difficult,Comfortable
2022-0521,2022,30-40,Alberta,126100,4.7,Yes,No,No,no,No,Somewhat manageable,No,Difficult,Coping
2022-0522,2022,30-40,ON,112700,11.4,N,No,No,No,Yes,Very manageable,N,Neither,Coping
2022-0523,2022,30-40,British Columbia,"100,900",25.5,Yes,No,No,no,N,Somewhat manageable,No,Manageable,Comfortable
2022-0524,2022,18-30,Ontario,66K,10.7,No,Y,No,No,No,Difficult,No,Neither,Stressed
2022-0525,2022,30-40,Ontario,116K,20.5,No,No,No,Yes,No,Manageable,No,Neither,Coping
2022-0526,2022,50-65,alberta,"146,200",14.6,Yes,No,No,No,No,Very difficult,No,Difficult,Stressed
2022-0527,2022,50-65,British Columbia,50900,3.7,No,No,Yes,No,No,Manageable,Yes,NA,Comfortable
2022-0528,2022,18-30,Alberta,69400,3.8,No,No,N,Yes,no,Neither,No,Difficult,Coping
2022-0529,2022,18-30,British Columbia,"$65,800",0.2,NA,NA,NA,NA,NA,Somewhat difficult,No,Manageable,Coping
2022-0530,2022,18-30,british columbia,"$55,400",14.8,Yes,No,No,No,No,Somewhat difficult,No,Difficult,Coping
2022-0531,2022,40-50,Ontario,157800,2.5,N,No,N,no,Y,Neither,No,Manageable,Stressed
2022-0532,2022,18-30,British Columbia,NA,NA,No,No,No,no,Yes,Very difficult,No,Neither,Coping
2022-0533,2022,50-65,Ontario,50300,9.7,Yes,No,No,No,N,Somewhat manageable,No,Neither,Coping
2022-0534,2022,40-50,Ontario,131300,13.3,N,No,no,no,Yes,Somewhat manageable,N,Neither,Coping
2022-0535,2022,30-40,Ontario,30K,2.1,no,No,N,no,Yes,NA,No,Manageable,Coping
2022-0536,2022,50-65,British Columbia,30000,0.0,No,No,no,No,Yes,Difficult,No,Difficult,Stressed
2022-0537,2022,30-40,BC,"135,400",11.0,NA,NA,NA,NA,NA,Very difficult,No,Neither,Coping
2022-0538,2022,40-50,Saskatchewan,"105,400",18.2,No,N,No,No,Yes,Manageable,No,Manageable,Coping
2022-0539,2022,30-40,BC,"100,100",5.9,No,No,Yes,N,No,Very difficult,No,Difficult,Stressed
2022-0540,2022,18-30,Ontario,44K,12.5,NA,NA,NA,NA,NA,Somewhat manageable,No,Manageable,Comfortable
2022-0541,2022,30-40,Ontario,30000,0.0,no,Yes,No,No,No,Very manageable,no,Difficult,Coping
2022-0542,2022,65+,Ontario,"$69,700",16.7,No,No,Yes,No,No,Somewhat difficult,No,Difficult,Coping
2022-0543,2022,40-50,British Columbia,88400,12.8,No,No,No,No,Yes,Somewhat manageable,N,Manageable,Comfortable
2022-0544,2022,40-50,alberta,"30,900",4.1,No,No,no,No,Yes,Very manageable,No,Difficult,Coping
2022-0546,2022,50-65,Ontario,83400,2.4,Yes,No,No,N,No,Somewhat difficult,No,Very difficult,Coping
2022-0547,2022,18-30,Ontario,75300,5.2,No,No,No,No,Yes,Neither,N,Very manageable,Coping
2022-0548,2022,18-30,Ontario,69300,4.8,NA,NA,NA,NA,NA,Neither,Yes,Difficult,Stressed
2022-0549,2022,30-40,Quebec,"$98,800",0.0,No,N,No,No,Yes,Somewhat manageable,no,Difficult,Stressed
2022-0550,2022,50-65,Saskatchewan,"149,500",12.1,NA,NA,NA,NA,NA,Somewhat manageable,No,Manageable,Coping
2022-0551,2022,50-65,Ontario,107300,4.8,NA,NA,NA,NA,NA,Manageable,Y,Difficult,Stressed
2022-0552,2022,30-40,Alberta,91700,17.1,N,No,No,No,Yes,Very difficult,Y,Neither,Stressed
2022-0553,2022,30-40,Manitoba,"$89,800",0.8,no,N,No,Yes,No,Somewhat manageable,No,Manageable,Coping
2022-0554,2022,18-30,Ontario,"$30,000",12.0,No,N,No,No,Yes,Difficult,N,Neither,Coping
2022-0555,2022,40-50,ON,"123,800",6.9,NA,NA,NA,NA,NA,Somewhat manageable,Yes,Neither,Stressed
2022-0556,2022,40-50,Alberta,100500,4.8,No,N,No,No,Yes,Very manageable,Yes,Very manageable,Coping
2022-0557,2022,40-50,Ontario,"$131,700",18.7,No,N,No,No,Yes,Somewhat manageable,Yes,Difficult,Comfortable
2022-0558,2022,50-65,British Columbia,42K,15.6,Yes,No,N,No,No,Manageable,No,Very difficult,Coping
2022-0559,2022,30-40,British Columbia,"$71,200",18.7,No,Yes,No,No,N,Manageable,N,Manageable,Comfortable
2022-0560,2022,40-50,Ontario,45900,19.3,Y,No,No,No,No,Difficult,No,Neither,Coping
2022-0561,2022,30-40,New Brunswick,"$115,200",0.0,No,No,Yes,No,No,Somewhat difficult,Yes,Difficult,Stressed
2022-0562,2022,40-50,Ontario,30000,5.9,No,No,Yes,No,No,Very manageable,No,Difficult,Coping
2022-0563,2022,30-40,ON,"34,600",28.3,No,No,No,No,Yes,Somewhat manageable,no,Manageable,Comfortable
2022-0564,2022,40-50,Ontario,125700,16.5,No,No,No,No,Yes,Very difficult,No,Manageable,Coping
2022-0565,2022,40-50,British Columbia,66000,21.8,No,Y,No,No,No,Very manageable,Yes,Very manageable,Comfortable
2022-0566,2022,40-50,Ontario,"$45,100",26.6,No,No,no,No,Yes,Somewhat manageable,No,Manageable,Comfortable
2022-0567,2022,40-50,British Columbia,150K,NA,No,No,no,No,yes,Difficult,No,Manageable,Stressed
2022-0568,2022,18-30,Ontario,108900,15.8,No,Y,No,No,No,NA,No,Neither,Coping
2022-0569,2022,18-30,Alberta,"$106,600",17.4,No,No,No,No,Yes,Somewhat manageable,Y,Neither,Coping
2022-0570,2022,30-40,Yukon,"$127,900",2.7,Yes,No,No,No,No,Difficult,Yes,Neither,Stressed
2022-0571,2022,18-30,Ontario,52900,26.8,No,No,No,No,Y,Difficult,No,Neither,Coping
2022-0572,2022,30-40,New Brunswick,NA,19.4,No,N,No,No,Yes,Very manageable,No,Manageable,Comfortable
2022-0573,2022,30-40,British Columbia,52K,0.0,Yes,No,N,No,No,Neither,No,Difficult,Coping
2022-0574,2022,50-65,Manitoba,122400,7.9,Yes,No,no,No,N,Somewhat difficult,Yes,Difficult,Stressed
2022-0575,2022,40-50,Ontario,"66,600",NA,No,No,No,No,Yes,Manageable,Y,Manageable,Coping
2022-0576,2022,50-65,Ontario,"$86,300",11.8,Yes,No,No,No,No,Very difficult,No,Very difficult,Stressed
2022-0577,2022,40-50,Ontario,126K,21.8,No,N,No,No,Yes,Very manageable,No,Manageable,Comfortable
2022-0578,2022,30-40,QC,"140,200",3.0,no,No,No,No,Yes,Neither,Yes,Difficult,Stressed
2022-0579,2022,40-50,Nova Scotia,112900,28.5,N,Yes,No,No,No,Very manageable,No,Neither,Comfortable
2022-0580,2022,40-50,Ontario,193K,16.6,No,N,No,No,Y,Somewhat difficult,No,Manageable,Coping
2022-0581,2022,50-65,Newfoundland and Labrador,75700,6.0,no,No,Yes,No,No,Somewhat difficult,No,Difficult,Coping
2022-0582,2022,30-40,Ontario,"$30,000",10.1,Yes,No,No,No,No,Somewhat manageable,Yes,Very manageable,Coping
2022-0583,2022,18-30,Ontario,NA,8.6,NA,NA,NA,NA,NA,Somewhat manageable,no,Very manageable,Stressed
2022-0584,2022,18-30,ontario ,30000,8.8,No,No,No,Yes,No,Very manageable,N,Neither,Coping
2022-0585,2022,30-40,Alberta,"$70,300",15.7,No,No,no,No,Yes,Somewhat manageable,Yes,Neither,Comfortable
2022-0586,2022,18-30,British Columbia,"$30,000",18.3,No,Yes,No,No,No,Manageable,No,Difficult,Comfortable
2022-0587,2022,50-65,British Columbia,"$78,000",0.7,Yes,N,No,No,No,Difficult,No,Neither,Stressed
2022-0588,2022,40-50,Saskatchewan,"$30,000",0.0,No,No,No,No,Yes,Somewhat manageable,N,Difficult,Coping
2022-0589,2022,30-40,Ontario,"56,300",19.7,N,No,N,no,Yes,Very manageable,no,Very manageable,Comfortable
2022-0590,2022,18-30,Manitoba,"50,800",NA,no,No,Y,No,No,Very manageable,No,Very manageable,Comfortable
2022-0591,2022,50-65,Manitoba,"112,500",5.0,N,no,No,No,Yes,Somewhat difficult,No,Difficult,Coping
2022-0592,2022,18-30,Nova Scotia,132500,0.0,No,No,No,Yes,No,Manageable,No,Neither,Stressed
2022-0593,2022,18-30,quebec,105800,6.5,No,No,Yes,No,No,Neither,No,Manageable,Comfortable
2022-0594,2022,30-40,Saskatchewan,"30,000",13.6,no,No,No,No,Yes,Neither,no,Neither,Coping
2022-0595,2022,40-50,Ontario,"$121,900",9.7,no,no,No,No,Y,Neither,No,Difficult,Coping
2022-0596,2022,40-50,Ontario,"$106,100",16.2,No,N,No,Yes,No,Manageable,No,Manageable,Comfortable
2022-0597,2022,50-65,British Columbia,"$106,100",0.0,No,No,N,No,Yes,Neither,no,Difficult,Stressed
2022-0598,2022,50-65,British Columbia,"108,400",13.4,No,No,Yes,no,No,Manageable,No,Very manageable,Comfortable
2022-0599,2022,30-40,ON,100200,7.9,NA,NA,NA,NA,NA,Very difficult,Yes,Difficult,Stressed
2022-0600,2022,50-65,Ontario,"$73,400",10.7,No,No,No,No,Yes,Somewhat difficult,No,Neither,Coping
2022-0601,2022,30-40,British Columbia,"$68,900",23.8,No,No,Y,No,N,Manageable,Yes,Very manageable,Comfortable
2022-0602,2022,18-30,Ontario,"$116,200",24.8,no,no,No,Yes,No,Manageable,N,Manageable,Comfortable
2022-0603,2022,30-40,British Columbia,42800,16.2,NA,NA,NA,NA,NA,Manageable,No,Manageable,Comfortable
2022-0604,2022,18-30,British Columbia,30000,5.0,No,no,No,N,Y,Somewhat manageable,No,Neither,Comfortable
2022-0605,2022,30-40,British Columbia,74900,2.2,No,Yes,No,No,No,Very difficult,Yes,Difficult,Stressed
2022-0606,2022,18-30,Ontario,"$30,000",17.3,No,No,Y,No,No,Very manageable,No,Neither,Comfortable
2022-0607,2022,30-40,ON,"$30,000",12.6,No,No,Yes,no,No,Manageable,No,Very manageable,Comfortable
2022-0608,2022,40-50,Ontario,83300,NA,No,No,No,no,Yes,NA,No,Difficult,Coping
2022-0609,2022,50-65,ON,NA,11.4,No,No,No,No,Yes,Neither,No,Neither,Coping
2022-0610,2022,18-30,Ontario,56600,18.2,No,N,No,No,Yes,Difficult,N,NA,Stressed
2022-0611,2022,18-30,Manitoba,"$76,400",8.1,No,No,Yes,No,no,Somewhat difficult,No,NA,Coping
2022-0612,2022,30-40,Ontario,30000,NA,No,No,No,N,Yes,Difficult,No,Manageable,Coping
2022-0613,2022,40-50,BC,"$125,400",3.1,NA,NA,NA,NA,NA,Somewhat manageable,No,Difficult,Coping
2022-0614,2022,30-40,Ontario,91700,18.5,No,No,No,Yes,No,NA,No,NA,Coping
2022-0615,2022,30-40,Alberta,43300,16.2,no,No,yes,N,No,Somewhat difficult,No,Neither,Coping
2022-0616,2022,40-50,New Brunswick,"$112,500",10.0,No,No,No,N,yes,Very manageable,No,Difficult,Stressed
2022-0617,2022,50-65,Ontario,NA,27.5,No,No,Y,No,No,Somewhat manageable,N,Very manageable,Comfortable
2022-0618,2022,30-40,Alberta,"$37,000",3.9,No,Y,N,No,No,Somewhat difficult,yes,Difficult,Stressed
2022-0619,2022,18-30,Nova Scotia,"$91,600",4.5,N,Yes,No,No,No,Difficult,No,Difficult,Stressed
2022-0620,2022,40-50,ontario ,"$154,400",NA,No,No,No,No,Yes,Difficult,N,Difficult,Stressed
2022-0621,2022,30-40,ontario ,74100,22.4,Yes,No,No,No,No,Very difficult,Yes,Neither,Comfortable
2022-0622,2022,30-40,Alberta,"$42,100",2.5,No,No,No,Yes,No,Very manageable,No,Manageable,Comfortable
2022-0623,2022,30-40,alberta,72K,8.3,No,Yes,No,No,N,Somewhat difficult,N,Difficult,Stressed
2022-0624,2022,50-65,British Columbia,149200,3.1,Yes,No,No,N,No,Somewhat difficult,Y,Difficult,Stressed
2022-0625,2022,40-50,Ontario,33200,16.4,No,No,Yes,No,No,Very manageable,No,Manageable,Coping
2022-0626,2022,50-65,Quebec,"$136,900",8.0,N,No,No,Yes,No,Very difficult,No,Difficult,Stressed
2022-0627,2022,50-65,British Columbia,NA,0.6,No,yes,no,No,No,Somewhat manageable,N,Manageable,Coping
2022-0628,2022,40-50,Ontario,111100,7.3,No,No,yes,No,No,Very difficult,Yes,Difficult,Stressed
2022-0629,2022,30-40,Ontario,52800,12.3,no,No,No,No,Yes,Neither,No,Manageable,Coping
2022-0630,2022,50-65,Saskatchewan,79600,13.2,Yes,No,No,No,No,Manageable,No,Difficult,Coping
2022-0631,2022,40-50,Alberta,"$175,200",14.5,No,No,No,No,Yes,Difficult,No,Neither,Coping
2022-0632,2022,65+,Ontario,"$64,500",20.0,Yes,no,No,No,N,Very manageable,No,Difficult,Coping
2022-0633,2022,40-50,Ontario,120300,8.1,No,No,No,No,Y,Somewhat difficult,No,Very difficult,Stressed
2022-0634,2022,40-50,British Columbia,"188,600",6.1,Yes,No,N,No,N,Difficult,Yes,NA,Stressed
2022-0635,2022,40-50,Alberta,"$128,800",11.7,N,No,No,N,Yes,Very difficult,N,Difficult,Stressed
2022-0636,2022,30-40,Alberta,"$30,000",17.2,No,No,No,No,Yes,Somewhat difficult,no,Manageable,Stressed
2022-0637,2022,30-40,Nova Scotia,30000,24.4,No,No,No,No,Y,Manageable,Yes,Neither,Comfortable
2022-0638,2022,40-50,Ontario,58K,7.0,No,No,N,No,Y,Difficult,Yes,Manageable,Stressed
2022-0639,2022,40-50,Ontario,NA,13.6,yes,No,No,No,No,Neither,No,Neither,Coping
2022-0640,2022,50-65,alberta,"$122,300",7.3,N,Yes,N,no,No,Very difficult,No,NA,Stressed
2022-0642,2022,30-40,Manitoba,NA,30.0,No,No,No,No,Yes,Somewhat manageable,yes,Difficult,Comfortable
2022-0643,2022,30-40,Saskatchewan,43400,12.8,No,no,No,Yes,N,Manageable,N,Manageable,Comfortable
2022-0644,2022,18-30,Alberta,"$57,000",17.9,No,No,no,No,Yes,Somewhat manageable,Yes,NA,Coping
2022-0645,2022,50-65,ontario ,219200,17.1,NA,NA,NA,NA,NA,Manageable,No,Very manageable,Comfortable
2022-0646,2022,30-40,QC,34K,2.1,No,No,No,no,Y,Manageable,N,Very difficult,Coping
2022-0647,2022,50-65,Ontario,"$59,200",16.7,No,No,No,No,Yes,Very manageable,NA,Neither,Comfortable
2022-0648,2022,40-50,Ontario,"37,800",14.2,No,No,No,No,Yes,Neither,No,Difficult,Comfortable
2022-0649,2022,40-50,Manitoba,"$127,800",8.9,No,No,No,Y,N,Difficult,No,Neither,Stressed
2022-0650,2022,30-40,ontario ,86400,NA,No,No,No,N,Yes,Somewhat manageable,No,Neither,Coping
2022-0651,2022,30-40,Ontario,31700,0.9,No,No,No,Yes,No,Very difficult,No,Manageable,Stressed
2022-0652,2022,18-30,New Brunswick,53900,NA,No,Yes,N,No,no,Somewhat difficult,N,Difficult,Stressed
2022-0653,2022,50-65,Yukon,81900,25.6,No,No,N,No,Yes,Very difficult,no,Difficult,Comfortable
2022-0654,2022,40-50,British Columbia,"106,300",13.9,No,No,No,No,Yes,Somewhat manageable,No,Neither,Stressed
2022-0655,2022,50-65,Manitoba,"$245,200",12.4,Yes,N,No,N,No,Somewhat manageable,No,Neither,Coping
2022-0656,2022,50-65,Quebec,"143,000",17.7,No,No,no,Yes,No,Manageable,N,Manageable,Comfortable
2022-0657,2022,30-40,British Columbia,77900,15.2,No,No,Yes,no,N,Neither,Yes,Neither,Coping
2022-0658,2022,40-50,Alberta,"$64,300",7.5,Yes,No,N,No,No,Very manageable,No,Manageable,Coping
2022-0659,2022,40-50,British Columbia,"30,000",11.8,No,No,No,No,Yes,Somewhat manageable,Y,Difficult,Coping
2022-0660,2022,18-30,ON,105700,16.8,No,No,No,N,Yes,Very manageable,No,Very manageable,Comfortable
2022-0661,2022,30-40,Ontario,121000,0.0,No,No,no,yes,No,Neither,No,Difficult,Stressed
2022-0662,2022,40-50,Alberta,"77,200",6.6,Yes,N,No,No,No,Very difficult,Yes,Manageable,Stressed
2022-0663,2022,30-40,Ontario,"$141,700",8.4,No,No,No,No,Y,Difficult,No,Difficult,Coping
2022-0664,2022,30-40,Ontario,85100,16.3,Yes,No,N,No,No,Neither,No,Manageable,Comfortable
2022-0665,2022,30-40,Ontario,"125,700",7.8,N,No,N,No,Yes,Somewhat difficult,No,Manageable,Stressed
2022-0666,2022,50-65,ontario ,142300,18.6,Y,No,No,No,No,Somewhat manageable,No,Manageable,Coping
2022-0667,2022,18-30,Saskatchewan,"$48,100",12.1,No,N,No,No,Yes,Somewhat manageable,No,Manageable,Comfortable
2022-0668,2022,40-50,British Columbia,51K,4.3,Yes,No,No,No,No,Manageable,No,Difficult,Stressed
2022-0669,2022,30-40,British Columbia,78200,2.2,Yes,no,No,No,no,Very difficult,No,Manageable,Stressed
2022-0670,2022,30-40,Ontario,"120,100",6.0,N,no,No,Y,no,Somewhat manageable,N,Neither,Coping
2022-0671,2022,30-40,New Brunswick,"$60,100",3.0,No,No,No,No,Yes,Somewhat difficult,NA,Difficult,Stressed
2022-0672,2022,40-50,Ontario,124000,NA,NA,NA,NA,NA,NA,Difficult,yes,Difficult,Stressed
2022-0673,2022,40-50,Alberta,"49,400",14.5,N,No,No,No,Y,Very difficult,NA,Neither,Coping
2022-0674,2022,40-50,Alberta,132000,12.9,No,No,Yes,No,No,Somewhat manageable,No,Difficult,Coping
2022-0675,2022,50-65,Quebec,"$125,100",4.7,Y,No,No,N,No,Somewhat manageable,No,Manageable,Coping
2022-0676,2022,50-65,AB,52400,18.8,No,No,Yes,No,No,Somewhat difficult,No,Difficult,Coping
2022-0677,2022,40-50,Ontario,94K,NA,No,Yes,no,No,No,NA,No,Neither,Coping
2022-0678,2022,30-40,Ontario,126100,5.6,N,No,No,No,Yes,Somewhat manageable,No,Manageable,Coping
2022-0679,2022,40-50,Alberta,"36,000",26.6,N,No,N,Yes,No,Somewhat manageable,Y,Manageable,Comfortable
2022-0680,2022,40-50,British Columbia,"45,500",20.3,N,N,N,no,Y,Manageable,no,Very manageable,Comfortable
2022-0681,2022,18-30,Manitoba,71500,10.1,No,no,no,No,Yes,Neither,No,Difficult,Coping
2022-0682,2022,18-30,Ontario,168K,20.5,NA,NA,NA,NA,NA,Very manageable,Yes,Manageable,Comfortable
2022-0683,2022,18-30,British Columbia,30K,17.8,No,No,No,Yes,No,Manageable,no,Manageable,Comfortable
2022-0684,2022,40-50,ontario ,116300,8.7,No,N,No,No,Yes,Very difficult,No,Difficult,Stressed
2022-0685,2022,40-50,British Columbia,"$109,000",19.3,No,N,N,Yes,No,Very manageable,No,Manageable,Comfortable
2022-0686,2022,18-30,Alberta,"39,500",15.6,no,No,no,No,Y,Somewhat manageable,No,Difficult,Comfortable
2022-0687,2022,50-65,alberta,"$117,600",0.0,No,No,No,No,Yes,Very manageable,yes,Neither,Coping
2022-0688,2022,40-50,British Columbia,70600,8.6,No,yes,no,No,No,Somewhat difficult,N,Difficult,Stressed
2022-0689,2022,50-65,Manitoba,"96,100",8.8,No,No,No,No,Yes,Very difficult,No,Neither,Coping
2022-0690,2022,40-50,Saskatchewan,"$30,000",15.7,No,No,Yes,No,No,Somewhat manageable,No,Manageable,Coping
2022-0691,2022,18-30,alberta,"$69,300",13.9,No,No,No,No,Y,Difficult,No,Very difficult,Coping
2022-0692,2022,40-50,Ontario,"$142,500",8.9,No,No,Yes,No,No,Manageable,no,Neither,Coping
2022-0693,2022,40-50,Ontario,"104,900",11.1,no,No,no,No,Y,Somewhat manageable,Y,Difficult,Stressed
2022-0694,2022,30-40,Ontario,"134,000",7.0,yes,No,N,No,no,NA,no,Neither,Stressed
2022-0695,2022,18-30,Ontario,"93,500",19.1,Yes,No,No,No,No,Manageable,No,Difficult,Comfortable
2022-0696,2022,40-50,Alberta,"88,500",5.3,No,No,No,yes,No,Somewhat difficult,No,Difficult,Stressed
2022-0697,2022,18-30,ON,"40,600",21.1,NA,NA,NA,NA,NA,Neither,No,Manageable,Coping
2022-0698,2022,50-65,British Columbia,"$85,200",2.4,No,no,Yes,No,No,NA,N,Difficult,Stressed
2022-0699,2022,30-40,Ontario,30000,9.1,Yes,No,No,No,No,Very manageable,N,Manageable,Coping
2022-0700,2022,50-65,Alberta,"$108,100",3.6,Y,No,No,No,No,Somewhat difficult,Yes,Difficult,Coping
2022-0701,2022,18-30,ontario ,"$64,300",9.6,no,Yes,No,No,No,Difficult,yes,Manageable,Stressed
2022-0702,2022,40-50,ontario ,"178,800",7.5,No,No,no,Y,No,Somewhat difficult,Yes,NA,Coping
2022-0703,2022,50-65,Ontario,142K,8.2,NA,NA,NA,NA,NA,Very manageable,yes,Difficult,Coping
2022-0704,2022,18-30,AB,30300,3.4,No,yes,No,No,No,Somewhat manageable,NA,Difficult,Stressed
2022-0706,2022,30-40,Ontario,"$72,200",3.5,No,No,No,N,Y,Somewhat difficult,no,Neither,Coping
2022-0707,2022,30-40,Ontario,119K,0.0,No,No,No,No,Yes,Manageable,Yes,Difficult,Coping
2022-0708,2022,40-50,british columbia,83500,13.7,No,no,Yes,No,No,Neither,No,Difficult,Coping
2022-0709,2022,18-30,Alberta,93100,3.2,No,N,No,N,Yes,Very manageable,N,Manageable,Comfortable
2022-0710,2022,30-40,british columbia,79K,10.3,N,No,No,no,Y,Somewhat manageable,Yes,Difficult,Stressed
2022-0711,2022,40-50,Ontario,"$134,900",13.8,No,No,No,No,Yes,Neither,Yes,Neither,Stressed
2022-0712,2022,30-40,Manitoba,"$30,000",10.0,No,Y,No,No,No,Difficult,NA,Manageable,Coping
2022-0713,2022,18-30,Ontario,"152,200",18.8,No,yes,N,No,No,Somewhat manageable,Yes,Difficult,Coping
2022-0714,2022,50-65,Ontario,52K,17.8,No,Yes,No,no,No,Very manageable,No,Manageable,Comfortable
2022-0715,2022,40-50,Ontario,143200,14.0,No,Yes,N,N,No,Difficult,N,Manageable,Stressed
2022-0716,2022,18-30,Ontario,58K,8.3,N,No,N,N,Yes,Manageable,No,Manageable,Coping
2022-0717,2022,18-30,Ontario,60K,0.0,No,No,Yes,no,No,Neither,yes,Very difficult,Coping
2022-0718,2022,18-30,ON,"$61,400",5.6,N,Yes,No,No,No,Manageable,Yes,Difficult,Stressed
2022-0719,2022,40-50,British Columbia,"$113,300",21.2,No,Yes,No,No,No,Somewhat manageable,No,Manageable,Coping
2022-0720,2022,40-50,Ontario,"$117,400",14.2,no,Yes,No,No,No,Difficult,no,Neither,Coping
2022-0721,2022,40-50,Saskatchewan,"$156,400",3.4,No,No,No,yes,No,Somewhat difficult,Yes,Difficult,Stressed
2022-0722,2022,30-40,Ontario,NA,13.0,Yes,N,No,No,No,Very difficult,No,Difficult,Coping
2022-0723,2022,18-30,quebec,"$90,100",10.9,No,No,No,No,Yes,Difficult,Yes,Neither,Stressed
2022-0724,2022,50-65,Yukon,"192,200",17.4,Yes,No,No,N,No,Very manageable,no,Manageable,Comfortable
2022-0725,2022,30-40,Ontario,"$84,100",19.1,N,No,No,No,Y,Difficult,NA,Manageable,Stressed
2022-0726,2022,40-50,Ontario,146900,3.4,NA,NA,NA,NA,NA,Somewhat manageable,No,Manageable,Stressed
2022-0727,2022,18-30,Ontario,"82,900",11.0,No,No,No,no,Yes,Very difficult,No,Difficult,Stressed
2022-0728,2022,30-40,British Columbia,52000,9.8,NA,NA,NA,NA,NA,Somewhat difficult,No,Difficult,Stressed
2022-0729,2022,50-65,AB,117100,2.5,no,Yes,No,No,N,Manageable,No,Very difficult,Stressed
2022-0730,2022,30-40,Nova Scotia,102K,8.5,No,No,No,No,Yes,Somewhat manageable,yes,Difficult,Coping
2022-0731,2022,40-50,Ontario,"103,400",11.1,No,no,N,No,yes,Somewhat manageable,No,Very difficult,Stressed
2022-0733,2022,30-40,Ontario,123K,7.7,Y,No,No,No,No,Somewhat difficult,Yes,Difficult,Stressed
2022-0734,2022,30-40,Ontario,86K,1.2,No,No,No,no,Yes,Somewhat manageable,N,Neither,Coping
2022-0735,2022,50-65,Ontario,"$30,000",9.3,Yes,No,No,No,N,Very difficult,Yes,Difficult,Stressed
2022-0736,2022,18-30,British Columbia,153K,12.7,no,No,N,N,Y,Neither,Yes,Difficult,Coping
2022-0737,2022,40-50,Ontario,87100,10.6,NA,NA,NA,NA,NA,Somewhat difficult,No,Neither,Coping
2022-0738,2022,50-65,Alberta,"68,300",13.2,Yes,No,no,No,no,Manageable,No,Very difficult,Coping
2022-0739,2022,30-40,British Columbia,"$30,000",4.0,No,no,No,N,Y,Somewhat difficult,No,Difficult,Stressed
2022-0740,2022,30-40,Alberta,67200,13.9,N,N,No,No,Yes,Manageable,No,Manageable,Comfortable
2022-0741,2022,40-50,Alberta,"$64,900",9.5,No,No,No,No,Yes,Very manageable,No,Manageable,Coping
