respondent_id,year,age,province,income,savings_pct,benefit_retirement,benefit_education,benefit_health,benefit_wages,benefit_timeoff,benefit_worklife,paycheque_delay_difficulty,debt_overwhelmed,emergency_fund_likelihood,financial_wellness_cluster
2017-0485,2017,46,Ontario,"117,800",0.5,No,no,Yes,No,No,N,Somewhat manageable,No,Neither,Stressed
2017-0486,2017,39,British Columbia,"35,300",13.7,Yes,No,N,no,N,No,Somewhat difficult,No,Somewhat manageable,Coping
2017-0487,2017,35,Ontario,"$119,600",NA,NA,NA,NA,NA,NA,NA,Manageable,No,Manageable,Coping
2017-0488,2017,58,Ontario,"$101,800",10.6,Yes,No,No,N,No,No,Very difficult,Yes,Neither,Stressed
2017-0489,2017,39,Alberta,86700,16.3,No,no,No,No,No,Yes,Somewhat difficult,no,Manageable,Coping
2017-0490,2017,65,Ontario,84100,25.4,No,No,No,No,No,Yes,Neither,No,Difficult,Coping
2017-0491,2017,41,Saskatchewan,102300,19.1,No,No,Yes,No,No,No,Manageable,No,Somewhat manageable,Coping
2017-0492,2017,61,Ontario,"$97,000",11.5,No,Yes,No,No,No,No,Somewhat difficult,No,Somewhat manageable,Coping
2017-0493,2017,44,british columbia,94000,18.9,No,No,no,N,No,Yes,Manageable,No,Somewhat difficult,Coping
2017-0494,2017,52,alberta,94500,5.6,Y,No,No,No,No,No,Somewhat difficult,N,Manageable,Coping
2017-0495,2017,31,Saskatchewan,"$129,300",15.3,No,No,No,No,No,Yes,Manageable,No,Neither,Comfortable
2017-0496,2017,30,Saskatchewan,129500,16.0,No,No,Yes,No,no,No,Neither,No,Somewhat difficult,Coping
2017-0497,2017,46,Ontario,95400,1.1,Yes,No,No,No,no,No,Somewhat difficult,Yes,Manageable,Coping
2017-0498,2017,52,Ontario,"104,900",13.8,Yes,No,No,no,No,N,Very manageable,No,Somewhat difficult,Coping
2017-0499,2017,40,Nova Scotia,73800,7.9,No,No,No,no,N,yes,Neither,No,Neither,Coping
2017-0500,2017,25,New Brunswick,"95,700",14.6,No,No,Yes,No,No,No,Somewhat manageable,N,Neither,Coping
2017-0501,2017,24,Alberta,51100,7.5,N,No,No,No,No,Yes,NA,Yes,Manageable,Coping
2017-0502,2017,23,Alberta,46900,25.0,No,Yes,No,No,No,No,Manageable,No,Somewhat manageable,Comfortable
2017-0503,2017,19,British Columbia,"$82,900",22.1,No,yes,N,No,no,No,Manageable,No,Manageable,Comfortable
2017-0504,2017,41,ontario ,"$70,400",22.4,No,No,no,No,No,Yes,Manageable,No,Manageable,Coping
2017-0505,2017,54,Alberta,104900,14.0,Yes,N,No,No,No,No,Somewhat manageable,No,Somewhat manageable,Coping
2017-0506,2017,40,British Columbia,38K,16.6,Yes,No,No,No,N,No,Manageable,NA,NA,Comfortable
2017-0507,2017,18,ON,73100,12.5,No,No,No,Y,No,No,Somewhat manageable,Yes,Manageable,Coping
2017-0508,2017,38,BC,"$140,200",12.6,No,No,No,no,No,Yes,Manageable,No,Somewhat manageable,Comfortable
2017-0509,2017,38,Alberta,103600,16.4,No,No,Yes,No,No,no,Neither,Yes,Very manageable,Coping
2017-0510,2017,65,Ontario,166400,10.9,Y,No,No,No,No,No,Somewhat difficult,No,Somewhat difficult,Stressed
2017-0511,2017,23,Manitoba,34100,20.3,NA,NA,NA,NA,NA,NA,Somewhat difficult,No,Very difficult,Stressed
2017-0512,2017,35,Ontario,84600,NA,N,N,No,No,No,Yes,Very manageable,Yes,Neither,Comfortable
2017-0513,2017,60,Quebec,86700,NA,No,No,No,No,No,Y,Manageable,Yes,Neither,Stressed
2017-0514,2017,45,Alberta,"85,700",5.1,No,No,no,No,No,Yes,Manageable,No,Difficult,Stressed
2017-0515,2017,47,Quebec,118700,15.3,No,No,N,N,No,Yes,Manageable,No,Somewhat manageable,Coping
2017-0516,2017,41,Quebec,89600,9.9,No,No,Yes,No,no,no,Somewhat difficult,No,Somewhat difficult,Stressed
2017-0517,2017,44,Ontario,49K,13.7,No,No,Yes,N,No,N,Somewhat manageable,Yes,Neither,Coping
2017-0518,2017,49,Ontario,59000,20.5,No,No,No,No,No,Yes,Somewhat difficult,No,Very difficult,Coping
2017-0519,2017,30,Ontario,30000,4.9,No,no,No,No,No,Y,Somewhat difficult,No,Somewhat manageable,Stressed
2017-0520,2017,51,Ontario,"116,200",28.9,NA,NA,NA,NA,NA,NA,Somewhat manageable,No,Somewhat manageable,Comfortable
2017-0521,2017,24,Ontario,122900,25.8,No,No,No,no,Yes,N,Very difficult,yes,Somewhat difficult,Comfortable
2017-0522,2017,44,Alberta,132K,13.9,no,No,Yes,No,No,No,Very manageable,No,Neither,Coping
2017-0523,2017,42,Saskatchewan,31K,6.4,No,No,No,Yes,No,N,Somewhat manageable,No,Somewhat difficult,Stressed
2017-0524,2017,33,Ontario,117100,28.6,No,No,N,no,Yes,N,Somewhat manageable,No,Somewhat manageable,Coping
2017-0525,2017,40,ON,113100,3.9,N,No,No,yes,No,No,Difficult,No,Somewhat difficult,Stressed
2017-0526,2017,33,Manitoba,"$30,000",15.8,No,No,no,No,No,Yes,Somewhat manageable,No,Very difficult,Coping
2017-0527,2017,27,Alberta,56400,16.7,no,No,No,N,yes,N,Manageable,No,Very manageable,Comfortable
2017-0528,2017,36,Ontario,111900,30.0,Yes,No,N,no,No,No,Very manageable,No,Somewhat manageable,Comfortable
2017-0529,2017,27,Ontario,"$82,000",28.2,No,N,No,N,Y,N,Very manageable,No,Difficult,Comfortable
2017-0530,2017,44,New Brunswick,51700,9.9,No,No,No,No,yes,No,Neither,NA,Manageable,Coping
2017-0531,2017,26,British Columbia,82300,17.1,No,No,No,No,N,Yes,Somewhat difficult,No,Somewhat manageable,Coping
2017-0532,2017,49,British Columbia,"$34,400",15.5,N,No,No,Y,No,No,Neither,No,Somewhat manageable,Coping
2017-0533,2017,26,Ontario,57K,10.9,no,No,No,No,Yes,N,Difficult,No,Neither,Coping
2017-0534,2017,33,Manitoba,108600,18.5,No,No,No,Yes,No,No,Neither,No,Neither,Coping
2017-0535,2017,33,Saskatchewan,75100,9.9,NA,NA,NA,NA,NA,NA,Very difficult,No,Somewhat difficult,Stressed
2017-0536,2017,56,Alberta,"$94,000",9.1,yes,No,No,No,N,No,Difficult,No,Very difficult,Stressed
2017-0537,2017,44,British Columbia,"117,700",13.7,No,No,No,No,No,Yes,Neither,No,Somewhat difficult,Coping
2017-0538,2017,37,British Columbia,109700,10.2,No,No,No,No,No,Y,Difficult,N,Very manageable,Stressed
2017-0539,2017,46,Ontario,"$133,300",9.1,N,No,N,No,Yes,No,Neither,No,Neither,Stressed
2017-0540,2017,18,Ontario,78200,22.4,no,N,no,No,Yes,No,Neither,No,Somewhat manageable,Comfortable
2017-0541,2017,39,ontario ,"$115,900",NA,Yes,No,No,N,No,No,Very manageable,No,Neither,Comfortable
2017-0542,2017,64,Saskatchewan,143000,24.2,No,No,No,Yes,No,No,Somewhat difficult,Yes,Somewhat manageable,Coping
2017-0543,2017,42,British Columbia,"96,000",14.6,N,No,N,Yes,No,No,Neither,No,Neither,Comfortable
2017-0545,2017,47,Alberta,88400,6.4,Y,N,No,No,No,No,Neither,No,Difficult,Stressed
2017-0546,2017,51,british columbia,"$65,100",24.6,No,No,No,No,Yes,No,Neither,No,Somewhat manageable,Coping
2017-0547,2017,18,Nova Scotia,30000,8.6,No,No,Yes,No,No,No,Somewhat manageable,No,Somewhat manageable,Coping
2017-0548,2017,20,Alberta,"46,500",4.3,No,No,No,no,No,Yes,Difficult,No,Very difficult,Stressed
2017-0549,2017,43,ON,96700,15.2,N,no,No,No,yes,No,Very manageable,no,Somewhat difficult,Comfortable
2017-0550,2017,31,ontario ,"$114,700",NA,No,Yes,No,No,No,N,NA,N,NA,Coping
2017-0551,2017,56,Ontario,"$107,700",5.8,No,N,Yes,No,No,No,Neither,no,Somewhat manageable,Coping
2017-0552,2017,36,Ontario,109100,NA,No,No,No,No,No,Y,Somewhat manageable,no,Neither,Stressed
2017-0553,2017,18,ontario ,84400,0.0,No,no,No,No,Yes,No,Difficult,No,Difficult,Stressed
2017-0554,2017,25,Manitoba,55600,23.7,Yes,No,No,No,no,N,Somewhat manageable,No,Manageable,Comfortable
2017-0555,2017,18,Alberta,"$69,800",5.5,N,No,No,Yes,No,no,Neither,No,Manageable,Stressed
2017-0556,2017,37,alberta,73K,0.6,no,N,Yes,No,No,N,Difficult,No,Neither,Stressed
2017-0557,2017,38,Ontario,122K,13.4,No,No,No,N,Yes,N,Very difficult,Yes,Difficult,Stressed
2017-0558,2017,35,Yukon,96600,6.2,N,No,No,No,Yes,No,Neither,yes,Somewhat manageable,Coping
2017-0559,2017,53,Alberta,"$68,800",18.8,Yes,N,No,No,No,No,Very difficult,No,Neither,Coping
2017-0560,2017,54,ontario ,"$110,800",9.8,No,No,No,Yes,No,No,Very manageable,Yes,Very difficult,Coping
2017-0562,2017,18,Ontario,"$46,600",NA,No,No,No,No,No,Yes,Somewhat difficult,No,Manageable,Stressed
2017-0563,2017,47,ON,"108,900",14.9,NA,NA,NA,NA,NA,NA,Somewhat manageable,Yes,Somewhat manageable,Comfortable
2017-0564,2017,47,Ontario,"$111,900",8.5,No,No,Yes,No,N,no,Somewhat manageable,No,Manageable,Coping
2017-0565,2017,44,Ontario,59900,17.6,No,No,No,Yes,No,N,Somewhat manageable,No,Neither,Coping
2017-0566,2017,52,Ontario,"118,300",12.4,Y,No,No,N,No,No,Difficult,NA,Neither,Coping
2017-0567,2017,26,Alberta,"30,000",20.8,No,N,No,Yes,No,No,Very manageable,No,Very difficult,Comfortable
2017-0568,2017,64,Quebec,102200,14.4,Yes,No,No,No,No,No,Somewhat difficult,No,Neither,Stressed
2017-0569,2017,28,Alberta,"$99,300",9.5,Yes,No,no,No,No,No,Manageable,Yes,Difficult,Coping
2017-0570,2017,49,Ontario,"109,200",14.5,No,no,No,No,No,Y,Neither,NA,Neither,Coping
2017-0571,2017,20,alberta,"45,900",19.7,No,No,Y,no,No,No,Somewhat difficult,No,Somewhat difficult,Coping
2017-0572,2017,29,Alberta,81900,27.7,No,N,No,No,No,yes,Very manageable,No,Somewhat manageable,Comfortable
2017-0573,2017,58,Alberta,110200,13.0,Yes,N,No,no,No,No,Manageable,No,Neither,Coping
2017-0574,2017,37,Nova Scotia,"$80,900",20.0,No,no,No,No,Yes,no,Manageable,No,Very difficult,Comfortable
2017-0575,2017,50,British Columbia,NA,9.8,No,No,Yes,N,N,no,Difficult,yes,Neither,Comfortable
2017-0576,2017,43,Alberta,"$67,700",7.7,No,No,No,N,No,yes,Manageable,No,Very manageable,Coping
2017-0577,2017,39,Nova Scotia,"84,700",24.2,N,No,N,No,No,Yes,Somewhat manageable,No,Difficult,Comfortable
2017-0578,2017,56,Manitoba,"99,600",13.2,N,Yes,No,No,No,No,Neither,No,Somewhat difficult,Coping
2017-0579,2017,37,Ontario,"$32,900",22.5,no,no,No,N,Yes,No,Manageable,N,Neither,Comfortable
2017-0580,2017,19,Quebec,NA,20.2,No,Yes,No,No,no,No,Difficult,No,Neither,Coping
2017-0581,2017,30,Ontario,"$117,000",6.9,No,No,N,no,Yes,No,Difficult,Yes,Somewhat manageable,Coping
2017-0582,2017,47,Alberta,"$107,000",12.6,Yes,no,No,N,No,No,Very difficult,No,Somewhat difficult,Coping
2017-0583,2017,45,British Columbia,"$52,800",8.9,No,No,No,Y,No,No,Somewhat manageable,No,Somewhat difficult,Stressed
2017-0584,2017,21,Quebec,"$30,000",9.8,No,Yes,No,No,No,No,Neither,No,Somewhat manageable,Coping
2017-0585,2017,31,AB,"$68,100",NA,No,No,No,No,No,Y,Very manageable,no,Neither,Comfortable
2017-0586,2017,33,Manitoba,121300,19.5,No,No,No,Yes,No,No,Very manageable,Yes,NA,Coping
2017-0587,2017,36,Saskatchewan,"73,400",9.5,N,No,No,N,Yes,No,Neither,No,Very manageable,Stressed
2017-0588,2017,23,Saskatchewan,98700,24.8,NA,NA,NA,NA,NA,NA,Somewhat manageable,yes,Difficult,Coping
2017-0589,2017,32,Manitoba,"$83,600",0.5,N,No,Yes,No,No,No,Somewhat difficult,yes,Somewhat difficult,Stressed
2017-0590,2017,31,Ontario,"$85,600",8.0,No,Yes,no,No,No,No,Somewhat difficult,N,Difficult,Stressed
2017-0591,2017,49,Nova Scotia,"58,400",24.6,N,N,No,No,N,Yes,Manageable,No,Neither,Comfortable
2017-0592,2017,50,Ontario,"$128,100",8.5,N,No,No,No,No,Yes,Very manageable,No,Neither,Coping
2017-0593,2017,38,Alberta,"$72,000",15.8,No,Yes,No,No,No,No,Manageable,Yes,Neither,Coping
2017-0594,2017,35,Alberta,"$103,400",7.4,No,No,No,No,No,Yes,Neither,No,Neither,Coping
2017-0595,2017,42,Ontario,"63,600",11.5,No,No,N,Yes,No,No,Difficult,N,Difficult,Stressed
2017-0596,2017,30,British Columbia,"$75,300",13.3,Yes,no,No,No,No,No,Somewhat manageable,No,Difficult,Stressed
2017-0597,2017,26,Ontario,"$74,600",15.6,No,No,No,Y,N,No,Somewhat difficult,no,Very manageable,Coping
2017-0598,2017,29,British Columbia,63900,2.9,No,Yes,No,No,No,N,Manageable,No,Very manageable,Coping
2017-0599,2017,32,Quebec,85K,NA,N,Yes,No,no,No,No,Somewhat manageable,Yes,Difficult,Comfortable
2017-0600,2017,26,Ontario,56000,17.4,no,No,No,No,No,Yes,Somewhat manageable,No,Somewhat manageable,Coping
2017-0601,2017,42,Ontario,68500,14.1,No,No,Yes,No,No,No,Manageable,No,Neither,Coping
2017-0602,2017,49,Ontario,146700,3.1,no,No,No,No,No,Yes,Manageable,No,Manageable,Comfortable
2017-0603,2017,21,British Columbia,88000,30.0,N,No,No,no,no,Yes,Somewhat manageable,No,Manageable,Comfortable
2017-0604,2017,40,Ontario,"$62,200",14.8,N,No,No,No,No,Yes,Manageable,No,Manageable,Coping
2017-0605,2017,37,British Columbia,97600,16.3,N,N,No,No,Yes,No,Manageable,No,Difficult,Comfortable
2017-0606,2017,44,ontario ,68700,29.0,No,No,No,No,No,Yes,Manageable,No,Somewhat manageable,Comfortable
2017-0607,2017,40,ON,"49,500",17.3,No,N,Yes,No,No,No,Manageable,No,Very manageable,Comfortable
2017-0608,2017,23,Quebec,90500,4.6,N,No,No,No,Yes,No,Somewhat difficult,No,Difficult,Stressed
2017-0609,2017,25,Quebec,30000,16.2,No,No,No,Yes,No,No,Somewhat manageable,No,Difficult,Coping
2017-0610,2017,40,Saskatchewan,"112,800",24.7,No,No,No,No,No,Yes,Somewhat difficult,No,Somewhat manageable,Coping
2017-0611,2017,52,BC,95400,23.7,Y,No,No,No,No,No,Neither,No,Manageable,Coping
2017-0612,2017,18,Quebec,45700,16.2,No,No,No,No,Yes,No,Manageable,no,Somewhat manageable,Coping
2017-0613,2017,44,Ontario,"$103,300",25.2,No,No,No,No,N,Y,Somewhat difficult,No,Manageable,Comfortable
2017-0614,2017,54,New Brunswick,"$123,400",27.5,no,yes,No,N,No,No,Manageable,No,Manageable,Comfortable
2017-0615,2017,38,Ontario,57200,1.7,No,No,No,no,N,Yes,Neither,No,Difficult,Stressed
2017-0616,2017,47,British Columbia,117000,17.9,No,No,Yes,No,No,No,Manageable,N,Somewhat manageable,Coping
2017-0617,2017,32,british columbia,"76,400",9.6,No,Y,N,No,No,No,Somewhat manageable,No,Manageable,Coping
2017-0618,2017,39,British Columbia,"$45,800",15.9,N,No,no,No,Yes,no,Manageable,No,Manageable,Coping
2017-0619,2017,21,Alberta,51400,6.9,No,No,No,Yes,no,No,Difficult,yes,Difficult,Stressed
2017-0620,2017,18,Ontario,93400,10.5,Y,N,No,no,No,no,Somewhat difficult,No,Difficult,Stressed
2017-0621,2017,51,Quebec,"151,800",NA,Yes,No,N,No,No,No,Very manageable,No,Manageable,Comfortable
2017-0622,2017,28,Ontario,88K,0.0,No,Y,No,No,No,No,Manageable,No,Somewhat difficult,Coping
2017-0623,2017,35,Ontario,"$41,800",23.3,N,No,No,N,No,Yes,Manageable,N,Difficult,Comfortable
2017-0624,2017,23,New Brunswick,74200,17.9,No,No,No,No,no,Yes,Neither,No,Manageable,Coping
2017-0625,2017,23,Nova Scotia,85000,25.1,No,No,No,N,Yes,No,Manageable,Yes,Somewhat manageable,Comfortable
2017-0626,2017,38,British Columbia,103800,13.4,Yes,N,No,no,No,No,Difficult,N,Somewhat difficult,Coping
2017-0627,2017,31,Ontario,"95,000",30.0,No,No,No,N,Yes,No,Very manageable,No,Very difficult,Comfortable
2017-0628,2017,45,British Columbia,"103,400",9.6,No,N,No,No,No,Yes,Neither,Yes,Very difficult,Stressed
2017-0629,2017,45,Ontario,90300,16.6,No,No,No,No,No,Yes,Neither,Yes,Manageable,Coping
2017-0630,2017,44,Ontario,"$72,700",29.3,N,N,Yes,No,No,No,Somewhat manageable,N,Somewhat manageable,Comfortable
2017-0631,2017,43,Ontario,NA,24.5,no,Y,N,N,No,No,Manageable,No,Somewhat difficult,Comfortable
2017-0632,2017,59,Other,123700,15.7,No,No,N,No,No,Yes,Neither,No,Somewhat manageable,Comfortable
2017-0633,2017,27,british columbia,71100,NA,No,No,No,No,No,Yes,Neither,Yes,Difficult,Stressed
2017-0634,2017,39,QC,"$100,200",NA,Yes,No,No,No,N,no,Somewhat manageable,N,Difficult,Coping
2017-0635,2017,54,Ontario,"65,900",11.8,N,No,N,No,No,Yes,Difficult,Yes,Difficult,Stressed
2017-0636,2017,55,Ontario,126900,6.2,Yes,No,no,No,No,No,Somewhat difficult,N,Somewhat difficult,Stressed
2017-0637,2017,23,Ontario,"$121,100",18.8,Yes,No,No,No,No,No,Very manageable,No,Somewhat difficult,Coping
2017-0638,2017,36,Ontario,"$81,400",14.9,No,No,no,No,No,Yes,Somewhat difficult,N,Neither,Coping
2017-0639,2017,56,Yukon,"$107,200",30.0,No,No,Yes,No,No,no,Manageable,No,Somewhat manageable,Comfortable
2017-0640,2017,46,New Brunswick,103300,NA,No,N,No,Yes,No,No,Manageable,No,Somewhat manageable,Comfortable
2017-0641,2017,42,Ontario,149000,16.8,No,No,No,N,No,Yes,Somewhat difficult,Yes,Difficult,Coping
2017-0642,2017,37,Ontario,"$49,800",25.5,No,no,N,No,No,yes,Manageable,No,Difficult,Comfortable
2017-0643,2017,35,Nova Scotia,83600,NA,Y,No,No,N,N,N,Somewhat difficult,No,Very difficult,Stressed
2017-0644,2017,43,Quebec,"$65,500",0.0,No,No,No,No,Yes,No,Difficult,No,Somewhat difficult,Stressed
2017-0645,2017,37,Manitoba,"$64,100",11.2,No,no,No,No,No,Yes,Somewhat difficult,No,Somewhat manageable,Coping
2017-0646,2017,39,Ontario,"$82,000",27.9,No,No,No,N,Yes,N,Very manageable,No,Somewhat difficult,Comfortable
2017-0647,2017,41,Alberta,"$126,900",15.7,NA,NA,NA,NA,NA,NA,Difficult,No,Somewhat manageable,Stressed
2017-0648,2017,32,British Columbia,127000,15.4,No,No,No,No,No,Yes,Somewhat manageable,Yes,Somewhat manageable,Coping
2017-0649,2017,46,Ontario,107K,12.2,Yes,No,no,N,No,No,Somewhat manageable,No,Very difficult,Coping
2017-0650,2017,65,Manitoba,"$111,200",11.8,Yes,No,N,No,No,No,Neither,yes,Very difficult,Stressed
2017-0651,2017,19,Manitoba,128300,19.2,No,No,No,No,No,Yes,Somewhat manageable,No,NA,Coping
2017-0652,2017,44,BC,78200,19.5,NA,NA,NA,NA,NA,NA,Very manageable,NA,Difficult,Comfortable
2017-0653,2017,31,Ontario,54400,16.0,Yes,N,No,No,No,N,Somewhat manageable,No,Neither,Coping
2017-0654,2017,47,Ontario,"$42,300",13.9,Yes,N,No,No,No,No,Somewhat difficult,No,Very difficult,Stressed
2017-0655,2017,41,Quebec,"$128,400",30.0,No,N,N,No,No,Yes,Manageable,No,Very manageable,Comfortable
2017-0656,2017,49,Alberta,127500,18.5,Yes,No,N,No,no,No,Neither,No,Neither,Coping
2017-0657,2017,54,Ontario,"178,500",22.3,Yes,No,No,No,No,No,Manageable,Y,Manageable,Comfortable
2017-0658,2017,42,Ontario,"46,300",7.7,No,No,No,No,No,Yes,Difficult,No,Somewhat manageable,Stressed
2017-0659,2017,54,Ontario,149700,17.3,No,No,No,No,No,Yes,Neither,No,Neither,Coping
2017-0660,2017,18,Nova Scotia,54100,13.3,No,No,No,No,No,Yes,Neither,No,Very manageable,Coping
2017-0661,2017,59,Manitoba,138K,8.9,No,No,No,Yes,no,no,Very difficult,Yes,Very manageable,Stressed
2017-0662,2017,45,Ontario,"43,100",14.6,No,No,Yes,No,No,No,Somewhat manageable,No,Somewhat manageable,Comfortable
2017-0663,2017,53,Ontario,148500,14.5,No,No,No,No,N,Yes,Neither,N,Difficult,Stressed
2017-0664,2017,25,Ontario,"$86,100",2.3,NA,NA,NA,NA,NA,NA,NA,Yes,Somewhat difficult,Stressed
2017-0665,2017,30,Ontario,68800,11.4,No,No,Y,N,No,No,Manageable,No,Somewhat difficult,Coping
2017-0666,2017,42,Ontario,107K,14.6,No,no,No,No,no,Yes,Somewhat manageable,N,Neither,Coping
2017-0667,2017,40,Ontario,62000,30.0,no,No,No,No,No,Yes,Very manageable,No,Somewhat manageable,Comfortable
2017-0668,2017,43,British Columbia,72100,19.0,No,No,No,No,No,Y,Very manageable,No,Somewhat manageable,Comfortable
2017-0669,2017,53,ON,90600,4.7,Yes,No,No,no,No,No,Very difficult,No,Somewhat manageable,Stressed
2017-0670,2017,19,Ontario,30000,10.7,NA,NA,NA,NA,NA,NA,Very manageable,No,Somewhat difficult,Coping
2017-0671,2017,52,alberta,"128,900",16.3,No,No,No,Yes,No,N,Very difficult,no,Somewhat difficult,Stressed
2017-0672,2017,40,Ontario,120700,0.0,no,N,No,No,No,Yes,Somewhat manageable,No,Neither,Coping
2017-0673,2017,38,British Columbia,"$61,000",15.0,No,N,no,No,No,Yes,Very manageable,Y,Manageable,Comfortable
2017-0674,2017,22,Ontario,"$68,400",30.0,No,No,Yes,No,No,No,Neither,No,Somewhat manageable,Coping
2017-0675,2017,46,British Columbia,"86,000",17.5,no,No,No,No,N,Yes,Somewhat manageable,No,Very difficult,Coping
2017-0676,2017,18,Ontario,62K,7.4,no,No,N,No,Y,No,Neither,No,Somewhat manageable,Coping
2017-0677,2017,48,British Columbia,78K,21.7,no,No,No,no,No,Yes,Somewhat difficult,No,Somewhat difficult,Comfortable
2017-0678,2017,22,Ontario,"$31,500",14.4,no,N,No,No,N,yes,Very difficult,No,Somewhat manageable,Coping
2017-0679,2017,41,Saskatchewan,"118,100",12.2,No,No,No,No,No,Yes,Very difficult,No,Neither,Stressed
2017-0680,2017,39,Manitoba,81600,NA,Y,No,No,N,No,No,Difficult,No,Neither,Coping
2017-0681,2017,54,Quebec,"$166,700",9.9,Yes,No,N,No,No,No,Somewhat difficult,No,Neither,Stressed
2017-0682,2017,38,Yukon,83400,5.3,NA,NA,NA,NA,NA,NA,Somewhat difficult,No,Somewhat manageable,Stressed
2017-0683,2017,32,Quebec,45200,11.9,NA,NA,NA,NA,NA,NA,Somewhat difficult,Yes,Somewhat manageable,Stressed
2017-0684,2017,34,Alberta,112800,9.8,NA,NA,NA,NA,NA,NA,Somewhat manageable,no,Neither,Coping
2017-0685,2017,55,Ontario,"126,400",7.8,NA,NA,NA,NA,NA,NA,Very difficult,No,Somewhat manageable,Coping
2017-0686,2017,46,Alberta,115800,3.4,No,No,Yes,no,no,No,Neither,No,Neither,Coping
2017-0687,2017,35,Manitoba,113K,4.6,No,No,No,N,No,Yes,Manageable,N,Manageable,Coping
2017-0688,2017,37,Quebec,"60,900",15.7,No,No,no,no,No,yes,Very manageable,No,Very manageable,Comfortable
2017-0689,2017,21,ON,"$52,700",13.8,Yes,no,No,No,No,No,Manageable,No,Somewhat difficult,Comfortable
2017-0690,2017,45,Ontario,87400,15.9,No,No,No,No,Yes,No,Difficult,No,Somewhat difficult,Coping
2017-0691,2017,19,Manitoba,NA,2.0,No,Yes,No,No,No,No,Neither,Yes,Difficult,Stressed
2017-0692,2017,49,ontario ,"90,600",0.0,No,No,No,Yes,No,No,Very manageable,Yes,Somewhat difficult,Comfortable
2017-0695,2017,27,quebec,"$30,000",17.8,Yes,N,N,No,No,N,Somewhat difficult,No,Manageable,Comfortable
2017-0696,2017,39,British Columbia,NA,23.1,N,No,N,N,no,Yes,NA,no,Difficult,Coping
2017-0697,2017,62,Alberta,"$167,900",10.3,N,No,No,No,Y,No,Very manageable,No,Somewhat difficult,Coping
2017-0698,2017,54,Ontario,"103,300",19.3,no,No,No,No,No,Yes,Somewhat manageable,No,Somewhat manageable,Coping
2017-0699,2017,32,Saskatchewan,"$53,600",13.9,No,N,No,yes,No,N,Neither,no,Neither,Coping
2017-0700,2017,43,British Columbia,"81,300",7.8,NA,NA,NA,NA,NA,NA,Somewhat difficult,yes,Somewhat difficult,Stressed
2017-0701,2017,40,British Columbia,40700,3.8,No,No,Yes,No,No,No,Neither,NA,Somewhat manageable,Stressed
2017-0702,2017,43,Alberta,132200,13.6,No,N,N,N,Yes,No,Neither,No,Very manageable,Coping
2017-0703,2017,32,Ontario,"$61,200",4.2,No,No,Yes,No,N,No,Neither,NA,Neither,Stressed
2017-0704,2017,39,British Columbia,124500,23.2,No,No,No,No,No,Yes,Manageable,No,Difficult,Comfortable
2017-0705,2017,21,ontario ,58000,6.8,N,N,No,N,No,Yes,Difficult,Yes,Difficult,Stressed
2017-0706,2017,42,Yukon,"130,900",8.3,No,No,No,No,No,Yes,Somewhat manageable,yes,Very manageable,Coping
2017-0707,2017,45,Alberta,"100,200",28.9,no,no,Yes,N,No,N,Manageable,Yes,Manageable,Comfortable
2017-0708,2017,37,Ontario,"106,100",25.0,N,No,No,Yes,No,No,Very manageable,N,Manageable,Comfortable
2017-0709,2017,21,Ontario,"$78,100",11.3,No,Yes,N,No,No,No,Somewhat manageable,No,Somewhat manageable,Coping
2017-0710,2017,52,Ontario,121700,14.9,Yes,No,No,N,No,No,Neither,No,Somewhat difficult,Coping
2017-0711,2017,44,British Columbia,101400,21.4,No,No,No,No,No,Yes,Manageable,N,Somewhat manageable,Comfortable
2017-0712,2017,31,Manitoba,64500,8.8,No,No,No,No,Yes,No,Somewhat manageable,N,Manageable,Coping
2017-0713,2017,37,Alberta,138000,22.5,No,No,N,No,No,Yes,Manageable,No,Very manageable,Comfortable
2017-0714,2017,22,Ontario,"30,800",NA,Y,No,N,No,No,No,Very manageable,No,Neither,Comfortable
2017-0715,2017,28,Ontario,67100,15.4,NA,NA,NA,NA,NA,NA,Manageable,No,Manageable,Comfortable
2017-0716,2017,34,Alberta,76400,0.0,NA,NA,NA,NA,NA,NA,Somewhat difficult,Yes,Difficult,Stressed
2017-0717,2017,55,Manitoba,120K,11.8,No,No,Yes,No,No,No,Somewhat manageable,No,Very manageable,Coping
2017-0718,2017,32,Quebec,60100,10.8,No,No,No,no,No,Yes,Very difficult,Yes,Difficult,Stressed
2017-0719,2017,48,AB,106400,9.8,N,No,Yes,No,No,No,Somewhat manageable,No,Somewhat manageable,Coping
2017-0720,2017,34,British Columbia,"70,900",30.0,No,N,No,No,No,Yes,Manageable,No,Neither,Comfortable
2017-0721,2017,43,Ontario,NA,NA,No,No,No,No,N,Yes,Neither,No,Somewhat manageable,Coping
2017-0722,2017,38,BC,"$82,300",21.8,NA,NA,NA,NA,NA,NA,Somewhat manageable,No,Somewhat manageable,Coping
2017-0723,2017,50,British Columbia,"$67,000",12.0,N,No,No,No,No,Yes,Neither,No,Somewhat difficult,Stressed
2017-0724,2017,34,Nova Scotia,30000,30.0,N,No,No,Yes,No,No,NA,No,Very manageable,Comfortable
2017-0725,2017,21,AB,60600,4.1,No,no,N,No,No,Y,Somewhat difficult,No,Manageable,Stressed
