respondent_id,year,age,province,income,savings_pct,benefits_preference,paycheque_delay_difficulty,debt_overwhelmed,emergency_fund_likelihood,financial_wellness_cluster
2017-0560,2017,54,Ontario,110800,9.8,Higher wages,Very manageable,Yes,Very difficult,Coping
2017-0561,2017,38,Ontario,131400,16,Work-life balance,Somewhat difficult,No,Somewhat difficult,Stressed
2017-0562,2017,18,Ontario,46600,11.7,Work-life balance,Somewhat difficult,No,Manageable,Stressed
2017-0563,2017,47,Ontario,108900,14.9,Better retirement funding,Somewhat manageable,Yes,Somewhat manageable,Comfortable
2017-0564,2017,47,Ontario,111900,8.5,Health benefits,Somewhat manageable,No,Manageable,Coping
2017-0565,2017,44,Ontario,59900,17.6,Higher wages,Somewhat manageable,No,Neither,Coping
2017-0566,2017,52,Ontario,118300,12.4,Better retirement funding,Difficult,No,Neither,Coping
2017-0567,2017,26,Alberta,30000,20.8,Higher wages,Very manageable,No,Very difficult,Comfortable
2017-0568,2017,64,Quebec,102200,14.4,Better retirement funding,Somewhat difficult,No,Neither,Stressed
2017-0569,2017,28,Alberta,99300,9.5,Better retirement funding,Manageable,Yes,Difficult,Coping
2017-0570,2017,49,Ontario,109200,14.5,Work-life balance,Neither,Yes,Neither,Coping
2017-0571,2017,20,Alberta,45900,19.7,Health benefits,Somewhat difficult,No,Somewhat difficult,Coping
2017-0572,2017,29,Alberta,81900,27.7,Work-life balance,Very manageable,No,Somewhat manageable,Comfortable
2017-0573,2017,58,Alberta,110200,13,Better retirement funding,Manageable,No,Neither,Coping
2017-0574,2017,37,Nova Scotia,80900,20,More time off,Manageable,No,Very difficult,Comfortable
2017-0575,2017,50,British Columbia,119700,9.8,Health benefits,Difficult,Yes,Neither,Comfortable
2017-0576,2017,43,Alberta,67700,7.7,Work-life balance,Manageable,No,Very manageable,Coping
2017-0577,2017,39,Nova Scotia,84700,24.2,Work-life balance,Somewhat manageable,No,Difficult,Comfortable
2017-0578,2017,56,Manitoba,99600,13.2,Educational funding,Neither,No,Somewhat difficult,Coping
2017-0579,2017,37,Ontario,32900,22.5,More time off,Manageable,No,Neither,Comfortable
2017-0580,2017,19,Quebec,30000,20.2,Educational funding,Difficult,No,Neither,Coping
2017-0581,2017,30,Ontario,117000,6.9,More time off,Difficult,Yes,Somewhat manageable,Coping
2017-0582,2017,47,Alberta,107000,12.6,Better retirement funding,Very difficult,No,Somewhat difficult,Coping
2017-0583,2017,45,British Columbia,52800,8.9,Higher wages,Somewhat manageable,No,Somewhat difficult,Stressed
2017-0584,2017,21,Quebec,30000,9.8,Educational funding,Neither,No,Somewhat manageable,Coping
2017-0585,2017,31,Alberta,68100,30,Work-life balance,Very manageable,No,Neither,Comfortable
2017-0586,2017,33,Manitoba,121300,19.5,Higher wages,Very manageable,Yes,Very manageable,Coping
2017-0587,2017,36,Saskatchewan,73400,9.5,More time off,Neither,No,Very manageable,Stressed
2017-0588,2017,23,Saskatchewan,98700,24.8,Health benefits,Somewhat manageable,Yes,Difficult,Coping
2017-0589,2017,32,Manitoba,83600,0.5,Health benefits,Somewhat difficult,Yes,Somewhat difficult,Stressed
2017-0590,2017,31,Ontario,85600,8,Educational funding,Somewhat difficult,No,Difficult,Stressed
2017-0591,2017,49,Nova Scotia,58400,24.6,Work-life balance,Manageable,No,Neither,Comfortable
2017-0592,2017,50,Ontario,128100,8.5,Work-life balance,Very manageable,No,Neither,Coping
2017-0593,2017,38,Alberta,72000,15.8,Educational funding,Manageable,Yes,Neither,Coping
2017-0594,2017,35,Alberta,103400,7.4,Work-life balance,Neither,No,Neither,Coping
2017-0595,2017,42,Ontario,63600,11.5,Higher wages,Difficult,No,Difficult,Stressed
2017-0596,2017,30,British Columbia,75300,13.3,Better retirement funding,Somewhat manageable,No,Difficult,Stressed
2017-0597,2017,26,Ontario,74600,15.6,Higher wages,Somewhat difficult,No,Very manageable,Coping
2017-0598,2017,29,British Columbia,63900,2.9,Educational funding,Manageable,No,Very manageable,Coping
2017-0599,2017,32,Quebec,85100,15.2,Educational funding,Somewhat manageable,Yes,Difficult,Comfortable
2017-0600,2017,26,Ontario,56000,17.4,Work-life balance,Somewhat manageable,No,Somewhat manageable,Coping
2017-0601,2017,42,Ontario,68500,14.1,Health benefits,Manageable,No,Neither,Coping
2017-0602,2017,49,Ontario,146700,3.1,Work-life balance,Manageable,No,Manageable,Comfortable
2017-0603,2017,21,British Columbia,88000,30,Work-life balance,Somewhat manageable,No,Manageable,Comfortable
2017-0604,2017,40,Ontario,62200,14.8,Work-life balance,Manageable,No,Manageable,Coping
2017-0605,2017,37,British Columbia,97600,16.3,More time off,Manageable,No,Difficult,Comfortable
2017-0606,2017,44,Ontario,68700,29,Work-life balance,Manageable,No,Somewhat manageable,Comfortable
2017-0607,2017,40,Ontario,49500,17.3,Health benefits,Manageable,No,Very manageable,Comfortable
2017-0608,2017,23,Quebec,90500,4.6,More time off,Somewhat difficult,No,Difficult,Stressed
2017-0609,2017,25,Quebec,30000,16.2,Higher wages,Somewhat manageable,No,Difficult,Coping
2017-0610,2017,40,Saskatchewan,112800,24.7,Work-life balance,Somewhat difficult,No,Somewhat manageable,Coping
2017-0611,2017,52,British Columbia,95400,23.7,Better retirement funding,Neither,No,Manageable,Coping
2017-0612,2017,18,Quebec,45700,16.2,More time off,Manageable,No,Somewhat manageable,Coping
2017-0613,2017,44,Ontario,103300,25.2,Work-life balance,Somewhat difficult,No,Manageable,Comfortable
2017-0614,2017,54,New Brunswick,123400,27.5,Educational funding,Manageable,No,Manageable,Comfortable
2017-0615,2017,38,Ontario,57200,1.7,Work-life balance,Neither,No,Difficult,Stressed
2017-0616,2017,47,British Columbia,117000,17.9,Health benefits,Manageable,No,Somewhat manageable,Coping
2017-0617,2017,32,British Columbia,76400,9.6,Educational funding,Somewhat manageable,No,Manageable,Coping
2017-0618,2017,39,British Columbia,45800,15.9,More time off,Manageable,No,Manageable,Coping
2017-0619,2017,21,Alberta,51400,6.9,Higher wages,Difficult,Yes,Difficult,Stressed
2017-0620,2017,18,Ontario,93400,10.5,Better retirement funding,Somewhat difficult,No,Difficult,Stressed
2017-0621,2017,51,Quebec,151800,22.8,Better retirement funding,Very manageable,No,Manageable,Comfortable
2017-0622,2017,28,Ontario,88500,0,Educational funding,Manageable,No,Somewhat difficult,Coping
2017-0623,2017,35,Ontario,41800,23.3,Work-life balance,Manageable,No,Difficult,Comfortable
2017-0624,2017,23,New Brunswick,74200,17.9,Work-life balance,Neither,No,Manageable,Coping
2017-0625,2017,23,Nova Scotia,85000,25.1,More time off,Manageable,Yes,Somewhat manageable,Comfortable
2017-0626,2017,38,British Columbia,103800,13.4,Better retirement funding,Difficult,No,Somewhat difficult,Coping
2017-0627,2017,31,Ontario,95000,30,More time off,Very manageable,No,Very difficult,Comfortable
2017-0628,2017,45,British Columbia,103400,9.6,Work-life balance,Neither,Yes,Very difficult,Stressed
2017-0629,2017,45,Ontario,90300,16.6,Work-life balance,Neither,Yes,Manageable,Coping
2017-0630,2017,44,Ontario,72700,29.3,Health benefits,Somewhat manageable,No,Somewhat manageable,Comfortable
2017-0631,2017,43,Ontario,32600,24.5,Educational funding,Manageable,No,Somewhat difficult,Comfortable
2017-0632,2017,59,Other,123700,15.7,Work-life balance,Neither,No,Somewhat manageable,Comfortable
2017-0633,2017,27,British Columbia,71100,0,Work-life balance,Neither,Yes,Difficult,Stressed
2017-0634,2017,39,Quebec,100200,11.1,Better retirement funding,Somewhat manageable,No,Difficult,Coping
2017-0635,2017,54,Ontario,65900,11.8,Work-life balance,Difficult,Yes,Difficult,Stressed
2017-0636,2017,55,Ontario,126900,6.2,Better retirement funding,Somewhat difficult,No,Somewhat difficult,Stressed
2017-0637,2017,23,Ontario,121100,18.8,Better retirement funding,Very manageable,No,Somewhat difficult,Coping
2017-0638,2017,36,Ontario,81400,14.9,Work-life balance,Somewhat difficult,No,Neither,Coping
2017-0639,2017,56,Yukon,107200,30,Health benefits,Manageable,No,Somewhat manageable,Comfortable
2017-0640,2017,46,New Brunswick,103300,19.9,Higher wages,Manageable,No,Somewhat manageable,Comfortable
2017-0641,2017,42,Ontario,149000,16.8,Work-life balance,Somewhat difficult,Yes,Difficult,Coping
2017-0642,2017,37,Ontario,49800,25.5,Work-life balance,Manageable,No,Difficult,Comfortable
2017-0643,2017,35,Nova Scotia,83600,15.5,Better retirement funding,Somewhat difficult,No,Very difficult,Stressed
2017-0644,2017,43,Quebec,65500,0,More time off,Difficult,No,Somewhat difficult,Stressed
2017-0645,2017,37,Manitoba,64100,11.2,Work-life balance,Somewhat difficult,No,Somewhat manageable,Coping
2017-0646,2017,39,Ontario,82000,27.9,More time off,Very manageable,No,Somewhat difficult,Comfortable
2017-0647,2017,41,Alberta,126900,15.7,NA,Difficult,No,Somewhat manageable,Stressed
2017-0648,2017,32,British Columbia,127000,15.4,Work-life balance,Somewhat manageable,Yes,Somewhat manageable,Coping
2017-0649,2017,46,Ontario,107400,12.2,Better retirement funding,Somewhat manageable,No,Very difficult,Coping
2017-0650,2017,65,Manitoba,111200,11.8,Better retirement funding,Neither,Yes,Very difficult,Stressed
2017-0651,2017,19,Manitoba,128300,19.2,Work-life balance,Somewhat manageable,No,Somewhat difficult,Coping
2017-0652,2017,44,British Columbia,78200,19.5,NA,Very manageable,No,Difficult,Comfortable
2017-0653,2017,31,Ontario,54400,16,Better retirement funding,Somewhat manageable,No,Neither,Coping
2017-0654,2017,47,Ontario,42300,13.9,Better retirement funding,Somewhat difficult,No,Very difficult,Stressed
2017-0655,2017,41,Quebec,128400,30,Work-life balance,Manageable,No,Very manageable,Comfortable
2017-0656,2017,49,Alberta,127500,18.5,Better retirement funding,Neither,No,Neither,Coping
2017-0657,2017,54,Ontario,178500,22.3,Better retirement funding,Manageable,Yes,Manageable,Comfortable
2017-0658,2017,42,Ontario,46300,7.7,Work-life balance,Difficult,No,Somewhat manageable,Stressed
2017-0659,2017,54,Ontario,149700,17.3,Work-life balance,Neither,No,Neither,Coping
2017-0660,2017,18,Nova Scotia,54100,13.3,Work-life balance,Neither,No,Very manageable,Coping
2017-0661,2017,59,Manitoba,137700,8.9,Higher wages,Very difficult,Yes,Very manageable,Stressed
2017-0662,2017,45,Ontario,43100,14.6,Health benefits,Somewhat manageable,No,Somewhat manageable,Comfortable
2017-0663,2017,53,Ontario,148500,14.5,Work-life balance,Neither,No,Difficult,Stressed
2017-0664,2017,25,Ontario,86100,2.3,Health benefits,Somewhat difficult,Yes,Somewhat difficult,Stressed
2017-0665,2017,30,Ontario,68800,11.4,Health benefits,Manageable,No,Somewhat difficult,Coping
2017-0666,2017,42,Ontario,107400,14.6,Work-life balance,Somewhat manageable,No,Neither,Coping
2017-0667,2017,40,Ontario,62000,30,Work-life balance,Very manageable,No,Somewhat manageable,Comfortable
2017-0668,2017,43,British Columbia,72100,19,Work-life balance,Very manageable,No,Somewhat manageable,Comfortable
2017-0669,2017,53,Ontario,90600,4.7,Better retirement funding,Very difficult,No,Somewhat manageable,Stressed
2017-0670,2017,19,Ontario,30000,10.7,NA,Very manageable,No,Somewhat difficult,Coping
2017-0671,2017,52,Alberta,128900,16.3,Higher wages,Very difficult,No,Somewhat difficult,Stressed
2017-0672,2017,40,Ontario,120700,0,Work-life balance,Somewhat manageable,No,Neither,Coping
2017-0673,2017,38,British Columbia,61000,15,Work-life balance,Very manageable,Yes,Manageable,Comfortable
2017-0674,2017,22,Ontario,68400,30,Health benefits,Neither,No,Somewhat manageable,Coping
2017-0675,2017,46,British Columbia,86000,17.5,Work-life balance,Somewhat manageable,No,Very difficult,Coping
2017-0676,2017,18,Ontario,61800,7.4,More time off,Neither,No,Somewhat manageable,Coping
2017-0677,2017,48,British Columbia,78200,21.7,Work-life balance,Somewhat difficult,No,Somewhat difficult,Comfortable
2017-0678,2017,22,Ontario,31500,14.4,Work-life balance,Very difficult,No,Somewhat manageable,Coping
2017-0679,2017,41,Saskatchewan,118100,12.2,Work-life balance,Very difficult,No,Neither,Stressed
2017-0680,2017,39,Manitoba,81600,25,Better retirement funding,Difficult,No,Neither,Coping
2017-0681,2017,54,Quebec,166700,9.9,Better retirement funding,Somewhat difficult,No,Neither,Stressed
2017-0682,2017,38,Yukon,83400,5.3,NA,Somewhat difficult,No,Somewhat manageable,Stressed
2017-0683,2017,32,Quebec,45200,11.9,NA,Somewhat difficult,Yes,Somewhat manageable,Stressed
2017-0684,2017,34,Alberta,112800,9.8,NA,Somewhat manageable,No,Neither,Coping
2017-0685,2017,55,Ontario,126400,7.8,Better retirement funding,Very difficult,No,Somewhat manageable,Coping
2017-0686,2017,46,Alberta,115800,3.4,Health benefits,Neither,No,Neither,Coping
2017-0687,2017,35,Manitoba,113200,4.6,Work-life balance,Manageable,No,Manageable,Coping
2017-0688,2017,37,Quebec,60900,15.7,Work-life balance,Very manageable,No,Very manageable,Comfortable
2017-0689,2017,21,Ontario,52700,13.8,Better retirement funding,Manageable,No,Somewhat difficult,Comfortable
2017-0690,2017,45,Ontario,87400,15.9,More time off,Difficult,No,Somewhat difficult,Coping
2017-0691,2017,19,Manitoba,30000,2,Educational funding,Neither,Yes,Difficult,Stressed
2017-0692,2017,49,Ontario,90600,0,Higher wages,Very manageable,Yes,Somewhat difficult,Comfortable
2017-0693,2017,42,Ontario,128100,2.8,Health benefits,Somewhat difficult,No,Somewhat difficult,Stressed
2017-0694,2017,65,Ontario,129600,11.2,Better retirement funding,Somewhat difficult,No,Somewhat difficult,Coping
2017-0695,2017,27,Quebec,30000,17.8,Better retirement funding,Somewhat difficult,No,Manageable,Comfortable
2017-0696,2017,39,British Columbia,36800,23.1,Work-life balance,Somewhat manageable,No,Difficult,Coping
2017-0697,2017,62,Alberta,167900,10.3,More time off,Very manageable,No,Somewhat difficult,Coping
2017-0698,2017,54,Ontario,103300,19.3,Work-life balance,Somewhat manageable,No,Somewhat manageable,Coping
2017-0699,2017,32,Saskatchewan,53600,13.9,Higher wages,Neither,No,Neither,Coping
2017-0700,2017,43,British Columbia,81300,7.8,Higher wages,Somewhat difficult,Yes,Somewhat difficult,Stressed
2017-0701,2017,40,British Columbia,40700,3.8,Health benefits,Neither,No,Somewhat manageable,Stressed
2017-0702,2017,43,Alberta,132200,13.6,More time off,Neither,No,Very manageable,Coping
2017-0703,2017,32,Ontario,61200,4.2,Health benefits,Neither,No,Neither,Stressed
2017-0704,2017,39,British Columbia,124500,23.2,Work-life balance,Manageable,No,Difficult,Comfortable
2017-0705,2017,21,Ontario,58000,6.8,Work-life balance,Difficult,Yes,Difficult,Stressed
2017-0706,2017,42,Yukon,130900,8.3,Work-life balance,Somewhat manageable,Yes,Very manageable,Coping
2017-0707,2017,45,Alberta,100200,28.9,Health benefits,Manageable,Yes,Manageable,Comfortable
2017-0708,2017,37,Ontario,106100,25,Higher wages,Very manageable,No,Manageable,Comfortable
2017-0709,2017,21,Ontario,78100,11.3,Educational funding,Somewhat manageable,No,Somewhat manageable,Coping
2017-0710,2017,52,Ontario,121700,14.9,Better retirement funding,Neither,No,Somewhat difficult,Coping
2017-0711,2017,44,British Columbia,101400,21.4,Work-life balance,Manageable,No,Somewhat manageable,Comfortable
2017-0712,2017,31,Manitoba,64500,8.8,More time off,Somewhat manageable,No,Manageable,Coping
2017-0713,2017,37,Alberta,138000,22.5,Work-life balance,Manageable,No,Very manageable,Comfortable
2017-0714,2017,22,Ontario,30800,17.7,Better retirement funding,Very manageable,No,Neither,Comfortable
2017-0715,2017,28,Ontario,67100,15.4,NA,Manageable,No,Manageable,Comfortable
2017-0716,2017,34,Alberta,76400,0,NA,Somewhat difficult,Yes,Difficult,Stressed
2017-0717,2017,55,Manitoba,119600,11.8,Health benefits,Somewhat manageable,No,Very manageable,Coping
2017-0718,2017,32,Quebec,60100,10.8,Work-life balance,Very difficult,Yes,Difficult,Stressed
2017-0719,2017,48,Alberta,106400,9.8,Health benefits,Somewhat manageable,No,Somewhat manageable,Coping
2017-0720,2017,34,British Columbia,70900,30,Work-life balance,Manageable,No,Neither,Comfortable
2017-0721,2017,43,Ontario,42000,19.3,Work-life balance,Neither,No,Somewhat manageable,Coping
2017-0722,2017,38,British Columbia,82300,21.8,Work-life balance,Somewhat manageable,No,Somewhat manageable,Coping
2017-0723,2017,50,British Columbia,67000,12,Work-life balance,Neither,No,Somewhat difficult,Stressed
2017-0724,2017,34,Nova Scotia,30000,30,Higher wages,Very manageable,No,Very manageable,Comfortable
2017-0725,2017,21,Alberta,60600,4.1,Work-life balance,Somewhat difficult,No,Manageable,Stressed
2017-0726,2017,23,Ontario,74100,0,Work-life balance,Difficult,No,Somewhat manageable,Stressed
2017-0727,2017,34,Ontario,91800,5.8,Educational funding,Neither,Yes,Somewhat difficult,Stressed
2017-0728,2017,25,Ontario,79500,10.8,Better retirement funding,Somewhat difficult,No,Neither,Stressed
2017-0729,2017,45,Alberta,34500,14.9,Work-life balance,Somewhat manageable,No,Neither,Coping
2017-0730,2017,34,Ontario,35200,15.7,More time off,Somewhat manageable,No,Somewhat manageable,Coping
2017-0731,2017,65,Alberta,181700,21.9,Health benefits,Manageable,Yes,Neither,Coping
2017-0732,2017,19,Ontario,30000,9.9,Work-life balance,Difficult,No,Neither,Stressed
2017-0733,2017,42,Manitoba,106300,12,Work-life balance,Somewhat difficult,No,Difficult,Stressed
2017-0734,2017,26,Ontario,43400,8.4,Health benefits,Somewhat difficult,No,Neither,Coping
2017-0735,2017,34,British Columbia,78400,2.5,Higher wages,Somewhat difficult,Yes,Difficult,Stressed
2017-0736,2017,42,Alberta,69000,23.7,More time off,Somewhat manageable,No,Somewhat difficult,Coping
2017-0737,2017,18,Ontario,68800,8.5,Work-life balance,Somewhat difficult,No,Difficult,Stressed
2017-0738,2017,43,Alberta,93600,10.3,More time off,Neither,No,Somewhat difficult,Coping
2017-0739,2017,63,British Columbia,106100,10.3,Health benefits,Manageable,Yes,Manageable,Coping
2017-0740,2017,35,Ontario,46000,10.1,Work-life balance,Manageable,No,Neither,Coping
2017-0741,2017,43,Ontario,97500,4.5,Work-life balance,Somewhat difficult,No,Very difficult,Stressed
2017-0742,2017,52,Alberta,66600,1.6,Work-life balance,Manageable,No,Somewhat manageable,Stressed
2017-0743,2017,38,Quebec,94800,11.5,Better retirement funding,Manageable,No,Very manageable,Comfortable
2017-0744,2017,33,Ontario,153300,7,Work-life balance,Neither,Yes,Manageable,Stressed
2017-0745,2017,18,Quebec,92500,10.4,Higher wages,Somewhat difficult,Yes,Manageable,Coping
2017-0746,2017,48,Ontario,118600,20.6,Better retirement funding,Neither,No,Very manageable,Coping
2017-0747,2017,39,Ontario,80900,15.8,Work-life balance,Neither,No,Somewhat manageable,Coping
2017-0748,2017,28,Ontario,30000,15.6,Work-life balance,Somewhat difficult,No,Very manageable,Coping
2017-0749,2017,42,Ontario,48300,16.8,Higher wages,Manageable,No,Very manageable,Comfortable
2017-0750,2017,33,Quebec,113000,21.2,Work-life balance,Somewhat manageable,No,Neither,Comfortable
2017-0751,2017,34,Alberta,52300,9.8,Health benefits,Somewhat difficult,No,Somewhat manageable,Stressed
2017-0752,2017,47,British Columbia,74500,18.3,Educational funding,Somewhat difficult,No,Manageable,Coping
2017-0753,2017,24,Alberta,56000,7.5,Health benefits,Difficult,No,Somewhat manageable,Stressed
2017-0754,2017,53,Saskatchewan,72600,20.5,Health benefits,Very manageable,No,Manageable,Coping
2017-0755,2017,23,Nova Scotia,30000,14,Work-life balance,Somewhat manageable,No,Neither,Coping
2017-0756,2017,32,Ontario,71500,12,Work-life balance,Somewhat manageable,No,Somewhat difficult,Stressed
2017-0757,2017,63,Ontario,92800,11.1,More time off,Neither,No,Somewhat manageable,Coping
2017-0758,2017,54,Yukon,83800,9.3,Better retirement funding,Somewhat difficult,No,Manageable,Comfortable
2017-0759,2017,41,Alberta,63100,9.3,Health benefits,Somewhat difficult,No,Somewhat manageable,Stressed
2017-0760,2017,29,Ontario,84200,18.4,Educational funding,Somewhat manageable,Yes,Manageable,Coping
2017-0761,2017,34,Quebec,69000,17.5,Work-life balance,Very difficult,No,Somewhat manageable,Coping
2017-0762,2017,41,Alberta,81100,10.1,Health benefits,Somewhat manageable,Yes,Manageable,Stressed
2017-0763,2017,40,Ontario,102900,6.3,Higher wages,Somewhat difficult,No,Difficult,Stressed
2017-0764,2017,39,British Columbia,79200,4,Work-life balance,Neither,Yes,Manageable,Stressed
2017-0765,2017,40,Ontario,76700,25.9,Work-life balance,Manageable,No,Difficult,Comfortable
2017-0766,2017,37,Ontario,94600,10.1,Health benefits,Somewhat difficult,No,Neither,Stressed
2017-0767,2017,23,British Columbia,79500,5.2,Health benefits,Difficult,Yes,Very difficult,Stressed
2017-0768,2017,34,Alberta,71600,13.5,Work-life balance,Manageable,No,Neither,Stressed
2017-0769,2017,51,Alberta,103900,3.6,Health benefits,Somewhat difficult,No,Somewhat difficult,Stressed
2017-0770,2017,24,Alberta,37500,10.5,Better retirement funding,Somewhat difficult,No,Difficult,Coping
2017-0771,2017,38,Ontario,56200,16.2,Work-life balance,Very difficult,Yes,Neither,Stressed
2017-0772,2017,30,British Columbia,93100,19.2,Higher wages,Somewhat manageable,No,Somewhat manageable,Coping
2017-0773,2017,41,British Columbia,99800,11.9,Higher wages,Very manageable,No,Somewhat difficult,Coping
2017-0774,2017,35,Ontario,91200,24,Educational funding,Very manageable,No,Manageable,Comfortable
2017-0775,2017,58,Ontario,120400,8.8,Educational funding,Neither,No,Difficult,Stressed
2017-0776,2017,46,Ontario,95400,2.8,Health benefits,Very manageable,No,Somewhat difficult,Comfortable
2017-0777,2017,24,Quebec,81900,8.6,Health benefits,Somewhat manageable,Yes,Difficult,Coping
2017-0778,2017,48,Manitoba,125100,7.7,More time off,Difficult,No,Neither,Stressed
2017-0779,2017,31,Ontario,98800,19.5,Higher wages,Manageable,Yes,Manageable,Comfortable
2017-0780,2017,33,Alberta,71500,23.7,Work-life balance,Somewhat difficult,No,Manageable,Comfortable
2017-0781,2017,44,Ontario,132600,13.6,NA,Difficult,No,Somewhat manageable,Stressed
2017-0782,2017,34,Yukon,82900,19.7,Educational funding,Manageable,No,Manageable,Comfortable
2017-0783,2017,51,Ontario,120500,7.7,Better retirement funding,Somewhat difficult,Yes,Manageable,Coping
2017-0784,2017,31,Ontario,80000,15.9,Work-life balance,Very manageable,No,Very manageable,Coping
2017-0785,2017,33,Ontario,81900,19.7,NA,Very manageable,No,Somewhat manageable,Comfortable
2017-0786,2017,32,British Columbia,50900,13.1,Work-life balance,Neither,No,Difficult,Coping
2017-0787,2017,33,Ontario,95500,20,Better retirement funding,Very manageable,No,Somewhat difficult,Comfortable
2017-0788,2017,53,Ontario,189900,27.5,Better retirement funding,Neither,No,Somewhat manageable,Coping
2017-0789,2017,48,Yukon,85800,6.3,Better retirement funding,Neither,No,Manageable,Comfortable
2017-0790,2017,61,Ontario,118600,11.7,Work-life balance,Neither,No,Somewhat difficult,Coping
2017-0791,2017,65,Alberta,109100,8,Higher wages,Difficult,Yes,Manageable,Stressed
2017-0792,2017,28,Ontario,52400,9.3,Higher wages,Neither,Yes,Very manageable,Coping
2017-0793,2017,41,Alberta,132800,19.4,More time off,Somewhat difficult,No,Somewhat difficult,Coping
2017-0794,2017,26,British Columbia,43800,12.1,Health benefits,Difficult,No,Difficult,Stressed
2017-0795,2017,31,British Columbia,57300,7.8,More time off,Difficult,No,Difficult,Stressed
2017-0796,2017,32,Ontario,30000,12.4,Better retirement funding,Very manageable,Yes,Neither,Coping
2017-0797,2017,27,Alberta,42800,7.4,More time off,Very difficult,Yes,Somewhat manageable,Stressed
2017-0798,2017,27,Alberta,30000,7.5,Work-life balance,Difficult,No,Neither,Stressed
2017-0799,2017,38,Alberta,101000,13.5,Work-life balance,Somewhat manageable,No,Difficult,Coping
2017-0800,2017,25,Quebec,146500,12.9,Health benefits,Neither,No,Neither,Coping
2017-0801,2017,50,Ontario,89000,15.5,Work-life balance,Somewhat manageable,Yes,Difficult,Coping
2017-0802,2017,29,Alberta,30000,18.5,Work-life balance,Difficult,Yes,Neither,Coping
2017-0803,2017,65,Alberta,149500,13.4,Better retirement funding,Manageable,No,Somewhat manageable,Comfortable
2017-0804,2017,35,Ontario,55700,7.7,Educational funding,Somewhat manageable,No,Somewhat manageable,Coping
2017-0805,2017,41,British Columbia,125500,0,More time off,Neither,Yes,Somewhat difficult,Stressed
2017-0806,2017,24,Ontario,52500,12.3,Health benefits,Somewhat difficult,Yes,Somewhat manageable,Stressed
2017-0807,2017,60,New Brunswick,96000,15.5,Better retirement funding,Neither,No,Very difficult,Coping
2017-0808,2017,53,Quebec,99200,10.5,Better retirement funding,Somewhat difficult,Yes,Somewhat manageable,Stressed
2017-0809,2017,44,British Columbia,113700,5.4,Educational funding,Somewhat difficult,No,Very difficult,Coping
2017-0810,2017,24,Ontario,54200,30,Higher wages,Manageable,Yes,Neither,Comfortable
2017-0811,2017,43,Alberta,74600,5,More time off,Very difficult,No,Somewhat manageable,Stressed
2017-0812,2017,27,Saskatchewan,59500,8.8,Educational funding,Difficult,No,Neither,Stressed
2017-0813,2017,58,Saskatchewan,73800,28,More time off,Very manageable,No,Somewhat difficult,Comfortable
2017-0814,2017,50,Ontario,111900,8.1,Better retirement funding,Somewhat difficult,No,Neither,Coping
2017-0815,2017,41,Nova Scotia,32900,5.3,Health benefits,Very difficult,Yes,Neither,Stressed
2017-0816,2017,18,British Columbia,38700,23.3,Educational funding,Very manageable,Yes,Very manageable,Comfortable
2017-0817,2017,28,Ontario,89800,30,Work-life balance,Manageable,No,Manageable,Comfortable
2017-0818,2017,48,Ontario,106100,15.8,NA,Manageable,No,Very difficult,Coping
2017-0819,2017,55,British Columbia,125200,23.6,Health benefits,Very manageable,Yes,Neither,Coping
2017-0820,2017,53,Nova Scotia,102500,14,Better retirement funding,Manageable,No,Difficult,Stressed
2017-0821,2017,21,Nova Scotia,91600,9.8,Health benefits,Somewhat difficult,Yes,Very difficult,Stressed
2017-0822,2017,44,Ontario,118700,8.1,Educational funding,Neither,Yes,Somewhat manageable,Coping
2017-0823,2017,52,Ontario,116400,13.3,Work-life balance,Somewhat difficult,No,Somewhat manageable,Stressed
2017-0824,2017,20,Ontario,82800,5,Better retirement funding,Somewhat manageable,No,Very difficult,Coping
2017-0825,2017,40,Ontario,107500,30,NA,Manageable,No,Manageable,Comfortable
2017-0826,2017,43,British Columbia,76300,9,More time off,Difficult,No,Neither,Stressed
2017-0827,2017,36,Manitoba,38700,0,Higher wages,Difficult,Yes,Somewhat manageable,Coping
2017-0828,2017,18,Alberta,64600,6.3,Work-life balance,Difficult,Yes,Difficult,Stressed
2017-0829,2017,36,Ontario,95400,26.6,Better retirement funding,Somewhat manageable,No,Somewhat manageable,Comfortable
2017-0830,2017,36,New Brunswick,111700,6.8,Work-life balance,Difficult,No,Difficult,Stressed
2017-0831,2017,38,New Brunswick,53900,18.3,Better retirement funding,Very manageable,No,Somewhat difficult,Coping
2017-0832,2017,33,British Columbia,47300,8.9,Work-life balance,Very difficult,Yes,Somewhat difficult,Coping
2017-0833,2017,35,British Columbia,91300,6.2,Higher wages,Somewhat manageable,No,Somewhat difficult,Coping
2017-0834,2017,40,Ontario,82900,13.6,Better retirement funding,Very manageable,No,Somewhat difficult,Coping
2017-0835,2017,45,British Columbia,35900,14.2,Work-life balance,Neither,No,Somewhat difficult,Coping
2017-0836,2017,36,Alberta,90300,11.9,Better retirement funding,Somewhat manageable,No,Manageable,Coping
2017-0837,2017,35,Ontario,30000,30,Educational funding,Very manageable,No,Manageable,Comfortable
2017-0838,2017,41,Manitoba,58100,16,Work-life balance,Manageable,No,Somewhat manageable,Comfortable
2017-0839,2017,18,Manitoba,92600,15.9,Higher wages,Neither,No,Very manageable,Coping
